time,original,filtered,fitted
3.682,1.40391,1.21083,2.70534
3.683,0.93087,1.1352,2.7054
3.684,0.808343,1.0469,2.70547
3.685,1.67343,1.21616,2.70553
3.686,1.46394,1.2831,2.70559
3.687,0.781108,1.14748,2.70566
3.688,1.28672,1.1851,2.70572
3.689,0.697167,1.05328,2.70579
3.69,1.25163,1.10686,2.70585
3.691,1.11403,1.1088,2.70591
3.692,1.04015,1.09025,2.70598
3.693,1.12197,1.09882,2.70604
3.694,1.13245,1.10791,2.7061
3.695,0.967582,1.07,2.70617
3.696,1.54066,1.19715,2.70623
3.697,0.982805,1.13924,2.7063
3.698,1.57663,1.25741,2.70636
3.699,1.02933,1.19579,2.70642
3.7,1.57987,1.29955,2.70649
3.701,0.603461,1.1115,2.70655
3.702,1.19073,1.1329,2.70662
3.703,1.38051,1.1998,2.70668
3.704,0.84459,1.10383,2.70674
3.705,1.16675,1.12083,2.70681
3.706,1.41523,1.20036,2.70687
3.707,0.806126,1.09386,2.70693
3.708,1.23538,1.13209,2.707
3.709,1.0542,1.11105,2.70706
3.71,0.966905,1.07211,2.70713
3.711,0.815291,1.00273,2.70719
3.712,0.757748,0.936544,2.70725
3.713,0.731343,0.881108,2.70732
3.714,1.18231,0.962479,2.70738
3.715,0.621767,0.870434,2.70744
3.716,1.30451,0.987701,2.70751
3.717,0.88095,0.958862,2.70757
3.718,1.0769,0.990752,2.70764
3.719,1.10337,1.02118,2.7077
3.72,1.43812,1.13382,2.70776
3.721,1.22878,1.15947,2.70783
3.722,1.3661,1.21529,2.70789
3.723,0.685085,1.07205,2.70795
3.724,1.1736,1.09949,2.70802
3.725,1.24883,1.13983,2.70808
3.726,0.746604,1.0336,2.70815
3.727,1.32807,1.11315,2.70821
3.728,1.553,1.23198,2.70827
3.729,0.973463,1.16214,2.70834
3.73,0.684587,1.03313,2.7084
3.731,0.796413,0.969177,2.70847
3.732,0.946765,0.963123,2.70853
3.733,0.767292,0.910218,2.70859
3.734,1.3534,1.02995,2.70866
3.735,1.20304,1.07671,2.70872
3.736,1.32278,1.14318,2.70878
3.737,1.35076,1.19926,2.70885
3.738,1.35752,1.24202,2.70891
3.739,0.749394,1.10893,2.70898
3.74,1.25738,1.14904,2.70904
3.741,1.27254,1.1824,2.7091
3.742,0.96726,1.12428,2.70917
3.743,1.03963,1.10141,2.70923
3.744,1.35491,1.1699,2.70929
3.745,1.25744,1.19355,2.70936
3.746,0.692396,1.05816,2.70942
3.747,0.825908,0.995414,2.70949
3.748,0.61133,0.891651,2.70955
3.749,1.10057,0.948092,2.70961
3.75,0.925693,0.942041,2.70968
3.751,0.865,0.921228,2.70974
3.752,1.554,1.09217,2.7098
3.753,1.24476,1.1334,2.70987
3.754,1.06706,1.11548,2.70993
3.755,0.868392,1.04873,2.71
3.756,1.01268,1.03899,2.71006
3.757,1.1697,1.0743,2.71012
3.758,1.04684,1.06688,2.71019
3.759,0.697532,0.967098,2.71025
3.76,0.826322,0.929067,2.71031
3.761,1.11906,0.980395,2.71038
3.762,1.35269,1.08097,2.71044
3.763,0.9404,1.043,2.71051
3.764,1.18779,1.08211,2.71057
3.765,0.602548,0.952555,2.71063
3.766,1.00429,0.966533,2.7107
3.767,1.34259,1.06813,2.71076
3.768,0.746509,0.98124,2.71083
3.769,1.49839,1.12095,2.71089
3.77,1.00398,1.08935,2.71095
3.771,1.05211,1.07929,2.71102
3.772,0.569758,0.941637,2.71108
3.773,1.46326,1.08256,2.71114
3.774,1.35599,1.15643,2.71121
3.775,0.68624,1.0294,2.71127
3.776,0.876686,0.988145,2.71134
3.777,1.44251,1.11089,2.7114
3.778,0.794618,1.02545,2.71146
3.779,0.831919,0.973167,2.71153
3.78,1.08072,1.00222,2.71159
3.781,1.76469,1.20821,2.71165
3.782,0.708861,1.07331,2.71172
3.783,0.452464,0.905582,2.71178
3.784,0.431075,0.777391,2.71185
3.785,1.23587,0.901252,2.71191
3.786,1.42529,1.04282,2.71197
3.787,0.99023,1.02862,2.71204
3.788,0.998135,1.02038,2.7121
3.789,1.45385,1.13749,2.71216
3.79,0.832497,1.05509,2.71223
3.791,1.20121,1.09457,2.71229
3.792,1.34928,1.16338,2.71236
3.793,1.13516,1.15575,2.71242
3.794,0.931768,1.09524,2.71248
3.795,1.27648,1.1442,2.71255
3.796,1.21821,1.1642,2.71261
3.797,1.09668,1.14596,2.71268
3.798,1.27283,1.18023,2.71274
3.799,0.925823,1.1115,2.7128
3.8,0.845232,1.03957,2.71287
3.801,1.32182,1.11582,2.71293
3.802,0.830106,1.03863,2.71299
3.803,1.09425,1.05366,2.71306
3.804,1.35854,1.13602,2.71312
3.805,0.958089,1.08795,2.71319
3.806,0.908904,1.03958,2.71325
3.807,0.865079,0.992439,2.71331
3.808,1.12553,1.02839,2.71338
3.809,0.821038,0.972376,2.71344
3.81,0.885061,0.948787,2.7135
3.811,1.25762,1.03222,2.71357
3.812,0.929741,1.00453,2.71363
3.813,1.10967,1.03294,2.7137
3.814,1.29924,1.10488,2.71376
3.815,1.30235,1.15823,2.71382
3.816,1.08901,1.13953,2.71389
3.817,1.03781,1.11205,2.71395
3.818,1.51508,1.22093,2.71401
3.819,0.988236,1.15807,2.71408
3.82,0.808981,1.06376,2.71414
3.821,0.773396,0.985315,2.71421
3.822,1.16431,1.03367,2.71427
3.823,1.02562,1.0315,2.71433
3.824,1.2087,1.07937,2.7144
3.825,1.39658,1.16507,2.71446
3.826,1.16143,1.16408,2.71453
3.827,0.862796,1.08269,2.71459
3.828,1.31768,1.14617,2.71465
3.829,1.24316,1.17237,2.71472
3.83,0.730224,1.05292,2.71478
3.831,1.38636,1.14301,2.71484
3.832,1.29083,1.18294,2.71491
3.833,0.898888,1.1062,2.71497
3.834,1.05673,1.09284,2.71504
3.835,1.37027,1.16779,2.7151
3.836,0.965732,1.1132,2.71516
3.837,0.872818,1.04826,2.71523
3.838,1.50998,1.17299,2.71529
3.839,0.936222,1.10903,2.71535
3.84,0.721598,1.00436,2.71542
3.841,0.693159,0.920289,2.71548
3.842,0.766183,0.878656,2.71555
3.843,0.968238,0.902857,2.71561
3.844,1.07084,0.94824,2.71567
3.845,0.681333,0.876133,2.71574
3.846,1.05814,0.925304,2.7158
3.847,1.22401,1.006,2.71586
3.848,1.0408,1.0154,2.71593
3.849,0.962509,1.00111,2.71599
3.85,0.752886,0.934053,2.71606
3.851,1.29085,1.03044,2.71612
3.852,1.03628,1.03202,2.71618
3.853,1.13862,1.06082,2.71625
3.854,1.18253,1.0937,2.71631
3.855,1.33529,1.15896,2.71638
3.856,0.646464,1.02051,2.71644
3.857,0.658269,0.922648,2.7165
3.858,1.1623,0.98739,2.71657
3.859,0.927558,0.971226,2.71663
3.86,1.09888,1.00571,2.71669
3.861,1.34564,1.09755,2.71676
3.862,0.609873,0.965798,2.71682
3.863,0.805942,0.922612,2.71689
3.864,0.887623,0.91316,2.71695
3.865,1.16063,0.980015,2.71701
3.866,1.2537,1.05395,2.71708
3.867,1.43034,1.15564,2.71714
3.868,0.892154,1.08446,2.7172
3.869,0.950171,1.04818,2.71727
3.87,1.07931,1.05659,2.71733
3.871,0.736175,0.970026,2.7174
3.872,1.12309,1.01138,2.71746
3.873,0.842642,0.965793,2.71752
3.874,1.24621,1.04155,2.71759
3.875,0.678344,0.943428,2.71765
3.876,1.15246,0.9999,2.71771
3.877,0.921864,0.978818,2.71778
3.878,0.770394,0.922511,2.71784
3.879,1.11238,0.973805,2.71791
3.88,1.17719,1.02875,2.71797
3.881,0.707166,0.941872,2.71803
3.882,0.870048,0.922468,2.7181
3.883,0.870572,0.908448,2.71816
3.884,1.00731,0.935156,2.71823
3.885,0.921084,0.931354,2.71829
3.886,1.22299,1.01014,2.71835
3.887,0.8839,0.976037,2.71842
3.888,1.46054,1.10693,2.71848
3.889,1.16544,1.12274,2.71854
3.89,1.18871,1.14056,2.71861
3.891,0.709762,1.02418,2.71867
3.892,0.97642,1.01127,2.71874
3.893,1.26979,1.08111,2.7188
3.894,0.992892,1.05728,2.71886
3.895,0.706826,0.962602,2.71893
3.896,1.06393,0.989977,2.71899
3.897,0.772831,0.931313,2.71905
3.898,1.44264,1.06945,2.71912
3.899,0.899702,1.02359,2.71918
3.9,0.641532,0.920376,2.71925
3.901,0.960617,0.931248,2.71931
3.902,1.06713,0.967957,2.71937
3.903,0.881374,0.944566,2.71944
3.904,0.864002,0.922801,2.7195
3.905,0.726442,0.869754,2.71956
3.906,0.870619,0.869988,2.71963
3.907,0.919851,0.883459,2.71969
3.908,1.4897,1.04724,2.71976
3.909,0.505437,0.900868,2.71982
3.91,0.893095,0.898768,2.71988
3.911,0.779271,0.866485,2.71995
3.912,0.851984,0.862568,2.72001
3.913,0.968918,0.891299,2.72008
3.914,0.920926,0.899303,2.72014
3.915,1.18609,0.976779,2.7202
3.916,0.866752,0.947054,2.72027
3.917,0.50029,0.826358,2.72033
3.918,0.750431,0.805846,2.72039
3.919,1.27444,0.93244,2.72046
3.92,0.329419,0.76953,2.72052
3.921,0.934105,0.813991,2.72059
3.922,1.10302,0.892073,2.72065
3.923,0.393674,0.757428,2.72071
3.924,1.28299,0.899412,2.72078
3.925,1.10682,0.955444,2.72084
3.926,1.1192,0.999684,2.7209
3.927,1.00016,0.999811,2.72097
3.928,1.0469,1.01253,2.72103
3.929,1.04103,1.02023,2.7211
3.93,1.2204,1.07431,2.72116
3.931,1.47413,1.18232,2.72122
3.932,0.957086,1.12147,2.72129
3.933,0.842792,1.04619,2.72135
3.934,1.33844,1.12514,2.72141
3.935,1.04437,1.10332,2.72148
3.936,0.562596,0.957239,2.72154
3.937,1.06378,0.986023,2.72161
3.938,0.810417,0.938582,2.72167
3.939,0.759917,0.890314,2.72173
3.94,1.32769,1.00847,2.7218
3.941,1.13906,1.04375,2.72186
3.942,1.01306,1.03546,2.72193
3.943,1.24567,1.09225,2.72199
3.944,1.00084,1.06756,2.72205
3.945,0.993354,1.04751,2.72212
3.946,0.639159,0.937192,2.72218
3.947,0.964133,0.94447,2.72224
3.948,0.53263,0.833209,2.72231
3.949,0.702853,0.797993,2.72237
3.95,0.928259,0.833185,2.72244
3.951,0.879183,0.845612,2.7225
3.952,0.61863,0.784291,2.72256
3.953,1.69571,1.03052,2.72263
3.954,0.948158,1.00827,2.72269
3.955,0.792873,0.950077,2.72275
3.956,0.987138,0.960089,2.72282
3.957,0.832496,0.925619,2.72288
3.958,1.03515,0.955209,2.72295
3.959,1.51993,1.10777,2.72301
3.96,1.0274,1.08606,2.72307
3.961,0.987718,1.05949,2.72314
3.962,1.02446,1.05003,2.7232
3.963,1.08691,1.05999,2.72326
3.964,1.08438,1.06658,2.72333
3.965,0.791248,0.992196,2.72339
3.966,1.24041,1.05925,2.72346
3.967,0.862337,1.00606,2.72352
3.968,1.31418,1.0893,2.72358
3.969,1.14492,1.10432,2.72365
3.97,1.12944,1.11111,2.72371
3.971,1.46197,1.2059,2.72378
3.972,1.09136,1.17495,2.72384
3.973,1.14912,1.16797,2.7239
3.974,1.29959,1.20353,2.72397
3.975,0.687956,1.06424,2.72403
3.976,1.25499,1.11577,2.72409
3.977,1.16929,1.13023,2.72416
3.978,1.31556,1.1803,2.72422
3.979,1.02339,1.13791,2.72429
3.98,1.25926,1.17069,2.72435
3.981,1.15556,1.1666,2.72441
3.982,0.99424,1.12004,2.72448
3.983,0.783791,1.0292,2.72454
3.984,0.954518,1.00902,2.7246
3.985,1.01328,1.01017,2.72467
3.986,1.16267,1.05137,2.72473
3.987,1.2441,1.10344,2.7248
3.988,1.23763,1.13969,2.72486
3.989,0.933465,1.08398,2.72492
3.99,1.0717,1.08066,2.72499
3.991,0.86939,1.02358,2.72505
3.992,0.380992,0.849984,2.72511
3.993,0.676437,0.803099,2.72518
3.994,0.773312,0.795052,2.72524
3.995,0.874714,0.816573,2.72531
3.996,0.81922,0.817288,2.72537
3.997,0.87394,0.832593,2.72543
3.998,0.502181,0.74333,2.7255
3.999,1.09492,0.838315,2.72556
4,1.23416,0.945254,2.72563
4.001,0.640241,0.862853,2.72569
4.002,1.25528,0.968869,2.72575
4.003,0.740046,0.907051,2.72582
4.004,1.08876,0.95614,2.72588
4.005,1.79347,1.18235,2.72594
4.006,0.861421,1.09565,2.72601
4.007,1.09898,1.09655,2.72607
4.008,1.19818,1.124,2.72614
4.009,1.045,1.10266,2.7262
4.01,1.11957,1.10723,2.72626
4.011,1.1546,1.12003,2.72633
4.012,0.788011,1.03033,2.72639
4.013,1.16777,1.06746,2.72645
4.014,1.17807,1.09734,2.72652
4.015,0.588039,0.959752,2.72658
4.016,0.662605,0.879476,2.72665
4.017,1.24341,0.977795,2.72671
4.018,1.14989,1.02429,2.72677
4.019,1.00224,1.01833,2.72684
4.02,1.10436,1.04157,2.7269
4.021,1.34936,1.12472,2.72696
4.022,0.985998,1.08725,2.72703
4.023,1.10791,1.09283,2.72709
4.024,1.22309,1.12802,2.72716
4.025,0.905249,1.06784,2.72722
4.026,1.45866,1.17342,2.72728
4.027,1.23532,1.19014,2.72735
4.028,0.812114,1.08802,2.72741
4.029,0.949554,1.05061,2.72747
4.03,1.18076,1.08577,2.72754
4.031,0.851225,1.02241,2.7276
4.032,0.851866,0.976334,2.72767
4.033,1.13317,1.01871,2.72773
4.034,0.766945,0.950691,2.72779
4.035,0.95771,0.952587,2.72786
4.036,1.26208,1.0362,2.72792
4.037,1.06122,1.04296,2.72799
4.038,1.44126,1.15056,2.72805
4.039,0.780977,1.05072,2.72811
4.04,1.12615,1.0711,2.72818
4.041,1.3816,1.15498,2.72824
4.042,1.31402,1.19795,2.7283
4.043,0.635112,1.04589,2.72837
4.044,0.919761,1.01182,2.72843
4.045,1.01608,1.01297,2.7285
4.046,0.945753,0.99481,2.72856
4.047,1.14431,1.0352,2.72862
4.048,0.788793,0.96863,2.72869
4.049,1.18894,1.02815,2.72875
4.05,0.850516,0.980159,2.72881
4.051,0.961046,0.974996,2.72888
4.052,0.803759,0.928735,2.72894
4.053,0.969083,0.939635,2.72901
4.054,1.18235,1.00521,2.72907
4.055,1.02696,1.01108,2.72913
4.056,0.751924,0.94107,2.7292
4.057,0.922204,0.935973,2.72926
4.058,1.27414,1.02733,2.72932
4.059,1.09089,1.0445,2.72939
4.06,1.12012,1.06493,2.72945
4.061,1.32886,1.13623,2.72952
4.062,0.934803,1.08181,2.72958
4.063,1.15977,1.10287,2.72964
4.064,0.51736,0.944694,2.72971
4.065,1.1082,0.988867,2.72977
4.066,1.25012,1.05945,2.72984
4.067,1.12957,1.07839,2.7299
4.068,0.94387,1.04205,2.72996
4.069,1.32907,1.11959,2.73003
4.07,0.841415,1.04444,2.73009
4.071,1.1414,1.07063,2.73015
4.072,1.23797,1.11584,2.73022
4.073,1.25599,1.1537,2.73028
4.074,1.28327,1.18871,2.73035
4.075,0.791458,1.08139,2.73041
4.076,0.991936,1.05722,2.73047
4.077,1.11697,1.07336,2.73054
4.078,0.964262,1.04389,2.7306
4.079,1.05921,1.04803,2.73066
4.08,1.3888,1.14009,2.73073
4.081,0.921653,1.08108,2.73079
4.082,1.22535,1.12005,2.73086
4.083,1.18467,1.13751,2.73092
4.084,0.861569,1.06296,2.73098
4.085,1.11211,1.07624,2.73105
4.086,1.01864,1.06068,2.73111
4.087,1.21182,1.10151,2.73117
4.088,1.1699,1.11999,2.73124
4.089,1.41505,1.1997,2.7313
4.09,0.785251,1.08773,2.73137
4.091,1.0315,1.07254,2.73143
4.092,1.25925,1.12298,2.73149
4.093,1.01985,1.09512,2.73156
4.094,1.08141,1.09142,2.73162
4.095,1.3083,1.15001,2.73169
4.096,1.25261,1.17773,2.73175
4.097,1.40364,1.23876,2.73181
4.098,1.01822,1.17918,2.73188
4.099,1.24747,1.19763,2.73194
4.1,1.1723,1.19078,2.732
4.101,0.960727,1.12863,2.73207
4.102,1.59138,1.25365,2.73213
4.103,0.931268,1.16655,2.7322
4.104,1.18431,1.17135,2.73226
4.105,0.810216,1.07379,2.73232
4.106,1.10805,1.08304,2.73239
4.107,1.15253,1.10181,2.73245
4.108,1.13071,1.10962,2.73251
4.109,0.814972,1.03002,2.73258
4.11,1.01098,1.02488,2.73264
4.111,1.25773,1.08778,2.73271
4.112,1.39883,1.17182,2.73277
4.113,1.26917,1.19812,2.73283
4.114,1.65672,1.32201,2.7329
4.115,1.43721,1.35313,2.73296
4.116,1.20359,1.31273,2.73302
4.117,1.51125,1.36636,2.73309
4.118,1.51272,1.4059,2.73315
4.119,0.519246,1.16637,2.73322
4.12,1.24075,1.18646,2.73328
4.121,1.25855,1.20594,2.73334
4.122,0.542358,1.02667,2.73341
4.123,0.837383,0.975531,2.73347
4.124,1.21107,1.03916,2.73354
4.125,1.03779,1.03879,2.7336
4.126,1.28005,1.10397,2.73366
4.127,1.2989,1.15663,2.73373
4.128,1.15617,1.15651,2.73379
4.129,1.21754,1.17299,2.73385
4.13,1.17565,1.17371,2.73392
4.131,1.11268,1.15722,2.73398
4.132,1.1867,1.16519,2.73405
4.133,1.06108,1.13706,2.73411
4.134,1.09135,1.12471,2.73417
4.135,1.09809,1.11752,2.73424
4.136,1.0963,1.11179,2.7343
4.137,0.827694,1.03504,2.73436
4.138,1.19601,1.07852,2.73443
4.139,1.69118,1.24404,2.73449
4.14,1.7797,1.38875,2.73456
4.141,1.05482,1.29854,2.73462
4.142,1.22035,1.27741,2.73468
4.143,0.858274,1.16418,2.73475
4.144,1.4207,1.23348,2.73481
4.145,1.48154,1.3005,2.73487
4.146,1.27666,1.29406,2.73494
4.147,1.06227,1.23144,2.735
4.148,0.866779,1.13292,2.73507
4.149,1.15936,1.14006,2.73513
4.15,0.774054,1.04118,2.73519
4.151,1.01862,1.03509,2.73526
4.152,1.26565,1.09737,2.73532
4.153,1.40395,1.1802,2.73539
4.154,1.39646,1.23862,2.73545
4.155,1.18021,1.22284,2.73551
4.156,1.2333,1.22567,2.73558
4.157,1.00931,1.16722,2.73564
4.158,1.02889,1.12985,2.7357
4.159,1.37154,1.19514,2.73577
4.16,1.16714,1.18758,2.73583
4.161,1.31529,1.22208,2.7359
4.162,0.929152,1.14294,2.73596
4.163,1.39281,1.21045,2.73602
4.164,1.43051,1.2699,2.73609
4.165,1.20669,1.25282,2.73615
4.166,1.08148,1.20653,2.73621
4.167,1.17054,1.19681,2.73628
4.168,1.17567,1.1911,2.73634
4.169,1.5659,1.29235,2.73641
4.17,1.38563,1.31755,2.73647
4.171,0.984492,1.22757,2.73653
4.172,1.21725,1.22478,2.7366
4.173,0.715347,1.08716,2.73666
4.174,1.08585,1.0868,2.73672
4.175,1.22366,1.12378,2.73679
4.176,1.19569,1.14321,2.73685
4.177,1.13837,1.1419,2.73692
4.178,1.45948,1.2277,2.73698
4.179,0.927222,1.14652,2.73704
4.18,0.74522,1.03811,2.73711
4.181,1.55742,1.1784,2.73717
4.182,1.42359,1.24464,2.73724
4.183,0.927414,1.15894,2.7373
4.184,1.28993,1.19433,2.73736
4.185,1.01808,1.14671,2.73743
4.186,1.6263,1.27628,2.73749
4.187,1.4056,1.31122,2.73755
4.188,1.45745,1.35072,2.73762
4.189,1.3996,1.36392,2.73768
4.19,1.10856,1.29494,2.73775
4.191,1.42076,1.32893,2.73781
4.192,1.19366,1.29239,2.73787
4.193,0.890343,1.18377,2.73794
4.194,1.45498,1.25704,2.738
4.195,1.62903,1.35754,2.73806
4.196,1.54432,1.408,2.73813
4.197,1.51282,1.43632,2.73819
4.198,1.46299,1.44352,2.73826
4.199,1.40268,1.43249,2.73832
4.2,0.993887,1.314,2.73838
4.201,1.10155,1.2566,2.73845
4.202,1.32106,1.27402,2.73851
4.203,1.38483,1.30395,2.73857
4.204,1.79331,1.43616,2.73864
4.205,1.36202,1.41613,2.7387
4.206,1.18569,1.35388,2.73877
4.207,1.5877,1.41704,2.73883
4.208,0.989036,1.30142,2.73889
4.209,1.07605,1.24053,2.73896
4.21,0.469947,1.03235,2.73902
4.211,1.03699,1.0336,2.73909
4.212,1.18651,1.07491,2.73915
4.213,1.02521,1.06149,2.73921
4.214,1.58279,1.20232,2.73928
4.215,1.16961,1.19348,2.73934
4.216,1.39928,1.24908,2.7394
4.217,1.39373,1.28816,2.73947
4.218,1.30618,1.29303,2.73953
4.219,1.51778,1.35375,2.7396
4.22,1.02626,1.26528,2.73966
4.221,1.21458,1.25158,2.73972
4.222,1.33993,1.27545,2.73979
4.223,1.54153,1.34733,2.73985
4.224,1.4761,1.38212,2.73991
4.225,1.39432,1.38541,2.73998
4.226,1.21951,1.34059,2.74004
4.227,1.01455,1.25251,2.74011
4.228,0.679117,1.09761,2.74017
4.229,1.55077,1.22003,2.74023
4.23,1.07442,1.18069,2.7403
4.231,1.55326,1.28134,2.74036
4.232,1.37234,1.30593,2.74042
4.233,1.37021,1.3233,2.74049
4.234,0.987881,1.23268,2.74055
4.235,1.33864,1.26131,2.74062
4.236,1.57967,1.34731,2.74068
4.237,1.05692,1.26886,2.74074
4.238,1.53132,1.33977,2.74081
4.239,0.945641,1.23329,2.74087
4.24,1.37318,1.27108,2.74094
4.241,1.17572,1.24532,2.741
4.242,1.52287,1.3203,2.74106
4.243,1.35904,1.33077,2.74113
4.244,1.06074,1.25782,2.74119
4.245,1.38262,1.29153,2.74125
4.246,1.12423,1.24633,2.74132
4.247,1.27129,1.25308,2.74138
4.248,0.99865,1.18434,2.74145
4.249,1.24933,1.2019,2.74151
4.25,1.31583,1.23268,2.74157
4.251,2.05646,1.45523,2.74164
4.252,1.18936,1.3834,2.7417
4.253,1.48259,1.4102,2.74176
4.254,0.999456,1.29923,2.74183
4.255,1.47665,1.34716,2.74189
4.256,1.54187,1.39977,2.74196
4.257,1.00349,1.29271,2.74202
4.258,1.51539,1.35287,2.74208
4.259,1.30671,1.3404,2.74215
4.26,1.13435,1.28473,2.74221
4.261,1.18561,1.25796,2.74227
4.262,1.83626,1.41419,2.74234
4.263,1.20525,1.35774,2.7424
4.264,1.69841,1.44977,2.74247
4.265,1.63885,1.50085,2.74253
4.266,1.08461,1.3884,2.74259
4.267,1.64236,1.45701,2.74266
4.268,1.21717,1.39222,2.74272
4.269,1.18663,1.33668,2.74279
4.27,1.37195,1.34621,2.74285
4.271,1.39453,1.35926,2.74291
4.272,1.34161,1.35449,2.74298
4.273,1.45733,1.38227,2.74304
4.274,1.4432,1.39873,2.7431
4.275,1.52979,1.43414,2.74317
4.276,1.27753,1.39183,2.74323
4.277,1.74115,1.4862,2.7433
4.278,1.59611,1.5159,2.74336
4.279,1.95708,1.63509,2.74342
4.28,1.15897,1.50646,2.74349
4.281,1.34001,1.46149,2.74355
4.282,1.18862,1.38777,2.74361
4.283,1.63799,1.45537,2.74368
4.284,1.04083,1.34338,2.74374
4.285,1.52892,1.3935,2.74381
4.286,1.47953,1.41674,2.74387
4.287,1.77163,1.51262,2.74393
4.288,1.51779,1.51402,2.744
4.289,1.59985,1.53721,2.74406
4.29,1.54733,1.53994,2.74412
4.291,1.72901,1.59102,2.74419
4.292,2.18671,1.75195,2.74425
4.293,1.8007,1.76512,2.74432
4.294,1.35644,1.65471,2.74438
4.295,1.47576,1.60637,2.74444
4.296,1.12753,1.47701,2.74451
4.297,1.58009,1.50486,2.74457
4.298,1.61968,1.53588,2.74464
4.299,1.2584,1.46091,2.7447
4.3,1.62409,1.505,2.74476
4.301,1.68274,1.55301,2.74483
4.302,1.30446,1.48587,2.74489
4.303,1.28047,1.43038,2.74495
4.304,1.62611,1.48326,2.74502
4.305,2.09445,1.64837,2.74508
4.306,1.60827,1.63754,2.74515
4.307,1.66686,1.64546,2.74521
4.308,1.65365,1.64767,2.74527
4.309,1.33048,1.56198,2.74534
4.31,2.10301,1.70814,2.7454
4.311,1.63401,1.68811,2.74546
4.312,1.49021,1.63465,2.74553
4.313,1.87051,1.69837,2.74559
4.314,1.51806,1.64966,2.74566
4.315,1.33126,1.56364,2.74572
4.316,1.40432,1.5206,2.74578
4.317,1.42885,1.49581,2.74585
4.318,1.59701,1.52315,2.74591
4.319,1.62472,1.55059,2.74597
4.32,1.34046,1.49382,2.74604
4.321,1.3801,1.4631,2.7461
4.322,2.25116,1.676,2.74617
4.323,1.35476,1.58921,2.74623
4.324,1.95781,1.68879,2.74629
4.325,1.30144,1.58415,2.74636
4.326,1.34256,1.51888,2.74642
4.327,1.54354,1.52554,2.74648
4.328,1.89591,1.6256,2.74655
4.329,1.4732,1.58443,2.74661
4.33,1.4063,1.53631,2.74668
4.331,1.6236,1.55989,2.74674
4.332,1.3165,1.49414,2.7468
4.333,1.65339,1.53716,2.74687
4.334,1.64942,1.56749,2.74693
4.335,1.65716,1.59171,2.747
4.336,1.41456,1.54385,2.74706
4.337,1.46461,1.52245,2.74712
4.338,1.64865,1.55654,2.74719
4.339,1.70624,1.59698,2.74725
4.34,1.143,1.47434,2.74731
4.341,1.81436,1.5662,2.74738
4.342,1.36467,1.51175,2.74744
4.343,1.81485,1.59364,2.74751
4.344,1.51492,1.57237,2.74757
4.345,1.6239,1.58629,2.74763
4.346,1.46003,1.55218,2.7477
4.347,1.69513,1.5908,2.74776
4.348,1.68287,1.61567,2.74782
4.349,1.75305,1.65279,2.74789
4.35,1.62195,1.64446,2.74795
4.351,1.37211,1.57088,2.74802
4.352,1.83984,1.64354,2.74808
4.353,1.57313,1.62452,2.74814
4.354,2.43607,1.84377,2.74821
4.355,2.41896,1.99916,2.74827
4.356,1.38166,1.83234,2.74833
4.357,1.59453,1.76809,2.7484
4.358,1.52119,1.70139,2.74846
4.359,1.74105,1.7121,2.74853
4.36,1.75649,1.72409,2.74859
4.361,1.65445,1.70528,2.74865
4.362,1.84453,1.7429,2.74872
4.363,1.61112,1.7073,2.74878
4.364,1.83059,1.74061,2.74885
4.365,2.36697,1.90982,2.74891
4.366,2.12235,1.96724,2.74897
4.367,2.03256,1.98489,2.74904
4.368,1.6305,1.88915,2.7491
4.369,1.65921,1.82703,2.74916
4.37,1.61676,1.77022,2.74923
4.371,1.63511,1.73372,2.74929
4.372,1.6817,1.71967,2.74936
4.373,1.62426,1.69389,2.74942
4.374,1.7534,1.70997,2.74948
4.375,2.09061,1.8128,2.74955
4.376,1.59619,1.75428,2.74961
4.377,1.85105,1.78042,2.74967
4.378,1.11642,1.60104,2.74974
4.379,1.58275,1.5961,2.7498
4.38,1.91752,1.68293,2.74987
4.381,1.82977,1.7226,2.74993
4.382,1.51891,1.66757,2.74999
4.383,1.51479,1.6263,2.75006
4.384,1.83996,1.68402,2.75012
4.385,1.92779,1.74988,2.75018
4.386,1.68777,1.7331,2.75025
4.387,0.950662,1.52172,2.75031
4.388,1.99829,1.65047,2.75038
4.389,1.99035,1.74229,2.75044
4.39,1.9327,1.79373,2.7505
4.391,1.65869,1.75725,2.75057
4.392,2.14456,1.86188,2.75063
4.393,1.73993,1.82894,2.7507
4.394,1.35862,1.70188,2.75076
4.395,1.82174,1.73426,2.75082
4.396,2.12606,1.84011,2.75089
4.397,1.87951,1.85075,2.75095
4.398,1.49611,1.75494,2.75101
4.399,2.04583,1.83353,2.75108
4.4,1.90206,1.85204,2.75114
4.401,1.8294,1.84592,2.75121
4.402,1.93546,1.87011,2.75127
4.403,1.20395,1.69015,2.75133
4.404,1.68703,1.6893,2.7514
4.405,1.97092,1.76538,2.75146
4.406,1.5856,1.71681,2.75152
4.407,1.65142,1.69915,2.75159
4.408,2.25857,1.85028,2.75165
4.409,1.43674,1.73856,2.75172
4.41,1.68396,1.72381,2.75178
4.411,1.60619,1.69203,2.75184
4.412,1.72313,1.70043,2.75191
4.413,1.61164,1.67645,2.75197
4.414,2.47124,1.89117,2.75203
4.415,1.63982,1.82326,2.7521
4.416,1.7757,1.81041,2.75216
4.417,2.11449,1.89256,2.75223
4.418,2.09417,1.94703,2.75229
