time,original,filtered,fitted
1.471,2.10272,2.4746,2.5643
1.472,2.64019,2.51933,2.56436
1.473,2.80141,2.59554,2.56442
1.474,2.74777,2.63666,2.56449
1.475,2.87809,2.70189,2.56455
1.476,2.74756,2.71422,2.56461
1.477,3.05682,2.80678,2.56468
1.478,2.27696,2.66364,2.56474
1.479,2.94501,2.73966,2.56481
1.48,2.76548,2.74663,2.56487
1.481,2.54813,2.69301,2.56493
1.482,2.58146,2.66287,2.565
1.483,3.06371,2.77116,2.56506
1.484,2.43755,2.68103,2.56512
1.485,2.3268,2.58534,2.56519
1.486,2.85443,2.65803,2.56525
1.487,2.73578,2.67903,2.56532
1.488,2.55777,2.64627,2.56538
1.489,2.29687,2.55188,2.56544
1.49,2.78642,2.61524,2.56551
1.491,2.33826,2.54041,2.56557
1.492,2.5281,2.53709,2.56563
1.493,2.78261,2.60342,2.5657
1.494,2.73575,2.63917,2.56576
1.495,2.9192,2.71482,2.56583
1.496,2.17704,2.56954,2.56589
1.497,2.82654,2.63897,2.56595
1.498,2.45447,2.58912,2.56602
1.499,2.50365,2.56603,2.56608
1.5,2.74852,2.61533,2.56615
1.501,2.59967,2.6111,2.56621
1.502,3.08632,2.73949,2.56627
1.503,3.01698,2.81445,2.56634
1.504,2.78675,2.80697,2.5664
1.505,2.83976,2.81583,2.56646
1.506,3.19313,2.91776,2.56653
1.507,2.86964,2.90476,2.56659
1.508,2.88068,2.89825,2.56666
1.509,2.93283,2.90759,2.56672
1.51,2.61698,2.82908,2.56678
1.511,2.69707,2.79342,2.56685
1.512,2.75994,2.78437,2.56691
1.513,2.51773,2.71234,2.56697
1.514,2.7909,2.73356,2.56704
1.515,2.57415,2.6905,2.5671
1.516,2.63023,2.67421,2.56717
1.517,3.25734,2.83175,2.56723
1.518,2.66092,2.7856,2.56729
1.519,3.29807,2.92405,2.56736
1.52,2.5385,2.81989,2.56742
1.521,2.84686,2.82717,2.56748
1.522,2.94043,2.85777,2.56755
1.523,2.50202,2.76166,2.56761
1.524,2.55644,2.70622,2.56768
1.525,2.75139,2.71842,2.56774
1.526,2.77072,2.73255,2.5678
1.527,2.88183,2.77288,2.56787
1.528,2.87477,2.80041,2.56793
1.529,2.66555,2.76397,2.568
1.53,3.24368,2.89357,2.56806
1.531,2.77809,2.86237,2.56812
1.532,2.91819,2.87745,2.56819
1.533,3.15606,2.95272,2.56825
1.534,2.40302,2.80421,2.56831
1.535,2.89117,2.82771,2.56838
1.536,2.83072,2.82852,2.56844
1.537,2.86174,2.83749,2.56851
1.538,2.94845,2.86747,2.56857
1.539,3.00027,2.90334,2.56863
1.54,2.68887,2.8454,2.5687
1.541,2.83643,2.84298,2.56876
1.542,2.97341,2.87821,2.56882
1.543,3.01612,2.91547,2.56889
1.544,3.11042,2.96814,2.56895
1.545,2.73645,2.90554,2.56902
1.546,2.87724,2.8979,2.56908
1.547,3.45421,3.04819,2.56914
1.548,2.98078,3.02998,2.56921
1.549,3.22159,3.08174,2.56927
1.55,2.47865,2.91881,2.56933
1.551,2.90719,2.91567,2.5694
1.552,2.94952,2.92482,2.56946
1.553,2.72792,2.87162,2.56953
1.554,2.99775,2.9057,2.56959
1.555,2.87914,2.89852,2.56965
1.556,2.64642,2.83041,2.56972
1.557,2.85062,2.83587,2.56978
1.558,3.12148,2.91303,2.56985
1.559,3.22256,2.99665,2.56991
1.56,3.01007,3.00028,2.56997
1.561,2.97434,2.99327,2.57004
1.562,2.72758,2.92149,2.5701
1.563,3.05687,2.95807,2.57016
1.564,2.47027,2.82629,2.57023
1.565,2.86817,2.8376,2.57029
1.566,3.23763,2.94567,2.57036
1.567,3.39336,3.06662,2.57042
1.568,2.74706,2.98029,2.57048
1.569,2.78615,2.92784,2.57055
1.57,3.26336,3.01848,2.57061
1.571,2.54856,2.89153,2.57067
1.572,3.21836,2.97983,2.57074
1.573,2.78056,2.92599,2.5708
1.574,3.03617,2.95576,2.57087
1.575,3.17547,3.01511,2.57093
1.576,3.17415,3.05808,2.57099
1.577,3.1047,3.07067,2.57106
1.578,3.0663,3.06949,2.57112
1.579,3.34465,3.14383,2.57118
1.58,3.27416,3.17904,2.57125
1.581,3.23176,3.19328,2.57131
1.582,3.31343,3.22574,2.57138
1.583,2.87016,3.12968,2.57144
1.584,2.51218,2.96286,2.5715
1.585,2.96551,2.96357,2.57157
1.586,2.58873,2.86231,2.57163
1.587,3.0129,2.90299,2.5717
1.588,3.15882,2.97211,2.57176
1.589,3.10621,3.00833,2.57182
1.59,2.99842,3.00566,2.57189
1.591,3.47541,3.13256,2.57195
1.592,3.50207,3.23239,2.57201
1.593,2.92744,3.15,2.57208
1.594,3.574,3.26455,2.57214
1.595,3.13627,3.22989,2.57221
1.596,3.23387,3.23097,2.57227
1.597,3.23733,3.23269,2.57233
1.598,2.8482,3.12881,2.5724
1.599,3.10091,3.12127,2.57246
1.6,3.13,3.12363,2.57252
1.601,2.85515,3.0511,2.57259
1.602,2.93521,3.01979,2.57265
1.603,3.01821,3.01937,2.57272
1.604,3.1613,3.05771,2.57278
1.605,3.17645,3.08979,2.57284
1.606,2.78369,3.00709,2.57291
1.607,2.99297,3.00328,2.57297
1.608,3.08697,3.02589,2.57303
1.609,3.25137,3.0868,2.5731
1.61,3.23278,3.12624,2.57316
1.611,2.95195,3.07916,2.57323
1.612,3.34602,3.15125,2.57329
1.613,3.58489,3.2684,2.57335
1.614,3.21616,3.25429,2.57342
1.615,2.94542,3.17084,2.57348
1.616,3.24675,3.19135,2.57355
1.617,2.95028,3.12622,2.57361
1.618,3.15627,3.13434,2.57367
1.619,3.19236,3.15001,2.57374
1.62,3.18259,3.15881,2.5738
1.621,3.28226,3.19216,2.57386
1.622,3.14195,3.1786,2.57393
1.623,3.39418,3.23684,2.57399
1.624,3.13889,3.21038,2.57406
1.625,3.06097,3.17001,2.57412
1.626,3.81268,3.34363,2.57418
1.627,2.53595,3.12543,2.57425
1.628,3.44213,3.21099,2.57431
1.629,3.01487,3.15801,2.57437
1.63,3.33243,3.20513,2.57444
1.631,3.76111,3.35533,2.5745
1.632,2.43993,3.10803,2.57457
1.633,3.51283,3.21739,2.57463
1.634,3.42146,3.27252,2.57469
1.635,3.0237,3.2053,2.57476
1.636,3.78617,3.36223,2.57482
1.637,2.71466,3.18728,2.57488
1.638,3.29409,3.21614,2.57495
1.639,4.01262,3.43131,2.57501
1.64,3.41868,3.4279,2.57508
1.641,3.12893,3.34713,2.57514
1.642,3.09935,3.28019,2.5752
1.643,3.1381,3.2418,2.57527
1.644,2.90567,3.151,2.57533
1.645,3.28417,3.18697,2.5754
1.646,3.67656,3.31924,2.57546
1.647,2.9464,3.21851,2.57552
1.648,3.35528,3.25546,2.57559
1.649,3.42729,3.30188,2.57565
1.65,3.16916,3.26603,2.57571
1.651,3.31561,3.27942,2.57578
1.652,3.34777,3.29789,2.57584
1.653,3.0492,3.2307,2.57591
1.654,3.10077,3.1956,2.57597
1.655,2.92939,3.12368,2.57603
1.656,3.31867,3.17636,2.5761
1.657,3.67703,3.31162,2.57616
1.658,3.28003,3.30308,2.57622
1.659,3.24129,3.28639,2.57629
1.66,3.33465,3.29943,2.57635
1.661,3.50843,3.35589,2.57642
1.662,3.62028,3.42732,2.57648
1.663,3.25336,3.38032,2.57654
1.664,3.21906,3.33676,2.57661
1.665,3.79982,3.46185,2.57667
1.666,2.9377,3.32025,2.57673
1.667,3.2735,3.30762,2.5768
1.668,4.02893,3.50249,2.57686
1.669,3.34867,3.46093,2.57693
1.67,3.67798,3.51957,2.57699
1.671,3.8442,3.60727,2.57705
1.672,3.69509,3.63099,2.57712
1.673,3.17115,3.50677,2.57718
1.674,3.30139,3.45128,2.57725
1.675,3.27322,3.40318,2.57731
1.676,3.33289,3.38419,2.57737
1.677,3.68079,3.46432,2.57744
1.678,3.59941,3.50082,2.5775
1.679,3.80424,3.58279,2.57756
1.68,3.37356,3.52626,2.57763
1.681,3.47112,3.51136,2.57769
1.682,3.8625,3.60623,2.57776
1.683,4.23322,3.77561,2.57782
1.684,3.57446,3.72127,2.57788
1.685,3.36148,3.62407,2.57795
1.686,3.37948,3.55799,2.57801
1.687,3.42824,3.52294,2.57807
1.688,3.42683,3.49698,2.57814
1.689,3.23054,3.425,2.5782
1.69,3.32907,3.39908,2.57827
1.691,3.22219,3.35129,2.57833
1.692,3.50466,3.39273,2.57839
1.693,3.69095,3.47329,2.57846
1.694,3.34832,3.43953,2.57852
1.695,3.30367,3.40283,2.57858
1.696,3.77886,3.50441,2.57865
1.697,3.6737,3.55015,2.57871
1.698,3.48867,3.53354,2.57878
1.699,3.28855,3.46735,2.57884
1.7,4.19137,3.66295,2.5789
1.701,3.78904,3.69702,2.57897
1.702,3.68352,3.69337,2.57903
1.703,3.515,3.64518,2.5791
1.704,4.04486,3.75316,2.57916
1.705,3.85976,3.78196,2.57922
1.706,3.32509,3.65853,2.57929
1.707,3.54711,3.62843,2.57935
1.708,4.05882,3.7447,2.57941
1.709,4.02441,3.82027,2.57948
1.71,3.5398,3.7445,2.57954
1.711,3.54133,3.68961,2.57961
1.712,3.5198,3.64374,2.57967
1.713,3.15399,3.51143,2.57973
1.714,3.89858,3.61602,2.5798
1.715,3.81624,3.67011,2.57986
1.716,3.87179,3.72459,2.57992
1.717,3.47715,3.65775,2.57999
1.718,3.40466,3.58937,2.58005
1.719,3.9949,3.69893,2.58012
1.72,3.50369,3.64618,2.58018
1.721,3.51225,3.61,2.58024
1.722,3.20041,3.49935,2.58031
1.723,3.1373,3.40154,2.58037
1.724,3.56652,3.44611,2.58043
1.725,3.25375,3.39414,2.5805
1.726,3.59064,3.44723,2.58056
1.727,3.43291,3.44336,2.58063
1.728,3.68051,3.50743,2.58069
1.729,3.32938,3.45933,2.58075
1.73,3.94598,3.5908,2.58082
1.731,3.64633,3.6058,2.58088
1.732,3.5701,3.59616,2.58095
1.733,3.42818,3.55078,2.58101
1.734,3.85446,3.63282,2.58107
1.735,3.78704,3.67448,2.58114
1.736,3.65479,3.66916,2.5812
1.737,3.98075,3.75334,2.58126
1.738,3.49184,3.68269,2.58133
1.739,3.66616,3.67823,2.58139
1.74,3.65971,3.67323,2.58146
1.741,3.59569,3.65228,2.58152
1.742,3.54556,3.62345,2.58158
1.743,4.04402,3.73707,2.58165
1.744,3.39794,3.64545,2.58171
1.745,3.58869,3.63011,2.58177
1.746,3.69629,3.64799,2.58184
1.747,3.41181,3.58419,2.5819
1.748,3.5757,3.58189,2.58197
1.749,3.7674,3.63201,2.58203
1.75,3.8706,3.69647,2.58209
1.751,3.83877,3.73491,2.58216
1.752,3.39378,3.64275,2.58222
1.753,4.16892,3.7849,2.58228
1.754,3.16231,3.6167,2.58235
1.755,3.66767,3.63047,2.58241
1.756,3.95858,3.71911,2.58248
1.757,3.74727,3.72672,2.58254
1.758,3.341,3.62252,2.5826
1.759,3.50121,3.58974,2.58267
1.76,3.75344,3.63397,2.58273
1.761,4.04664,3.74545,2.58279
1.762,3.37145,3.64441,2.58286
1.763,3.72282,3.66559,2.58292
1.764,4.04994,3.76943,2.58299
1.765,4.08723,3.85528,2.58305
1.766,3.50187,3.75981,2.58311
1.767,3.78406,3.76636,2.58318
1.768,4.07001,3.84839,2.58324
1.769,3.54941,3.76762,2.58331
1.77,3.71648,3.7538,2.58337
1.771,3.55671,3.70056,2.58343
1.772,3.87715,3.74827,2.5835
1.773,3.37947,3.64863,2.58356
1.774,3.64181,3.64679,2.58362
1.775,3.38701,3.57661,2.58369
1.776,3.87208,3.65643,2.58375
1.777,4.08459,3.7721,2.58382
1.778,4.09603,3.85961,2.58388
1.779,4.00315,3.89839,2.58394
1.78,3.95576,3.91389,2.58401
1.781,3.94534,3.92239,2.58407
1.782,4.18571,3.99353,2.58413
1.783,3.79145,3.93893,2.5842
1.784,3.59587,3.84625,2.58426
1.785,3.6584,3.7955,2.58433
1.786,4.31992,3.93718,2.58439
1.787,3.59694,3.84526,2.58445
1.788,3.70954,3.8086,2.58452
1.789,3.6576,3.7678,2.58458
1.79,3.8186,3.78153,2.58464
1.791,3.84755,3.79936,2.58471
1.792,3.88933,3.82367,2.58477
1.793,3.48194,3.73135,2.58484
1.794,4.24356,3.86973,2.5849
1.795,3.58164,3.7919,2.58496
1.796,3.9558,3.83618,2.58503
1.797,4.24775,3.94737,2.58509
1.798,3.94982,3.94803,2.58516
1.799,3.74963,3.89443,2.58522
1.8,4.13838,3.96034,2.58528
1.801,3.83416,3.92625,2.58535
1.802,3.62531,3.84495,2.58541
1.803,3.83271,3.84164,2.58547
1.804,4.37826,3.98661,2.58554
1.805,3.52592,3.86215,2.5856
1.806,4.01511,3.90348,2.58567
1.807,4.15143,3.97046,2.58573
1.808,3.88843,3.9483,2.58579
1.809,3.72759,3.88868,2.58586
1.81,4.01394,3.92252,2.58592
1.811,4.16944,3.98922,2.58598
1.812,3.87299,3.95782,2.58605
1.813,3.969,3.96084,2.58611
1.814,3.95486,3.95923,2.58618
1.815,4.2388,4.03475,2.58624
1.816,3.79796,3.97078,2.5863
1.817,4.24048,4.04364,2.58637
1.818,3.94419,4.01678,2.58643
1.819,3.80296,3.95901,2.58649
1.82,3.61399,3.8658,2.58656
1.821,4.41829,4.01506,2.58662
1.822,4.41586,4.12334,2.58669
1.823,3.94908,4.07626,2.58675
1.824,3.81336,4.00524,2.58681
1.825,4.13271,4.03967,2.58688
1.826,3.47435,3.88695,2.58694
1.827,4.09926,3.94431,2.58701
1.828,3.8792,3.92672,2.58707
1.829,4.51772,4.08638,2.58713
1.83,3.62064,3.96056,2.5872
1.831,3.84541,3.92945,2.58726
1.832,4.04266,3.96004,2.58732
1.833,4.08541,3.99391,2.58739
1.834,4.02954,4.00353,2.58745
1.835,3.60348,3.89545,2.58752
1.836,4.1784,3.97189,2.58758
1.837,3.50194,3.84493,2.58764
1.838,3.91848,3.8648,2.58771
1.839,4.13217,3.93703,2.58777
1.84,4.45791,4.07775,2.58783
1.841,4.33762,4.14796,2.5879
1.842,4.40101,4.21632,2.58796
1.843,3.74878,4.09001,2.58803
1.844,4.20148,4.12013,2.58809
1.845,3.99937,4.0875,2.58815
1.846,4.02248,4.06994,2.58822
1.847,3.87626,4.01761,2.58828
1.848,4.03277,4.02171,2.58834
1.849,3.76987,3.95367,2.58841
1.85,3.97684,3.95993,2.58847
1.851,3.70778,3.89181,2.58854
1.852,3.78105,3.86189,2.5886
1.853,3.84873,3.85834,2.58866
1.854,4.08331,3.91912,2.58873
1.855,3.95885,3.92985,2.58879
1.856,3.91481,3.92579,2.58886
1.857,4.21838,4.00483,2.58892
1.858,4.25492,4.0724,2.58898
1.859,4.06799,4.07121,2.58905
1.86,4.34645,4.14557,2.58911
1.861,4.5933,4.26652,2.58917
1.862,4.10953,4.22411,2.58924
1.863,3.95613,4.15171,2.5893
1.864,4.39476,4.21738,2.58937
1.865,4.10467,4.18693,2.58943
1.866,4.18471,4.18633,2.58949
1.867,4.42264,4.25017,2.58956
1.868,4.06015,4.19883,2.58962
1.869,4.30729,4.22813,2.58968
1.87,4.21423,4.22438,2.58975
1.871,4.01075,4.16667,2.58981
1.872,3.92071,4.10022,2.58988
1.873,3.97246,4.0657,2.58994
1.874,3.88075,4.01574,2.59
1.875,4.46418,4.13689,2.59007
1.876,4.52485,4.2417,2.59013
1.877,4.49412,4.30989,2.59019
1.878,4.4466,4.34683,2.59026
1.879,4.28845,4.33105,2.59032
1.88,4.65847,4.41951,2.59039
1.881,4.10944,4.33574,2.59045
1.882,4.35695,4.34147,2.59051
1.883,4.17394,4.29621,2.59058
1.884,3.98616,4.21245,2.59064
1.885,4.44559,4.27543,2.59071
1.886,4.16183,4.24474,2.59077
1.887,4.06627,4.19653,2.59083
1.888,4.09491,4.16907,2.5909
1.889,3.9282,4.104,2.59096
1.89,4.0468,4.08855,2.59102
1.891,4.33612,4.15543,2.59109
1.892,4.15342,4.15489,2.59115
1.893,4.13164,4.14861,2.59122
1.894,4.36809,4.2079,2.59128
1.895,4.20839,4.20803,2.59134
1.896,4.4093,4.26241,2.59141
1.897,3.9529,4.17879,2.59147
1.898,4.12884,4.1653,2.59153
1.899,4.81285,4.34024,2.5916
1.9,4.43753,4.36652,2.59166
1.901,4.34947,4.36191,2.59173
1.902,4.49416,4.39764,2.59179
1.903,4.29283,4.36933,2.59185
1.904,3.84957,4.22891,2.59192
1.905,3.81967,4.11835,2.59198
1.906,4.32156,4.17325,2.59204
1.907,4.37874,4.22876,2.59211
1.908,4.30229,4.24863,2.59217
1.909,4.07078,4.20058,2.59224
1.91,3.8185,4.09736,2.5923
1.911,4.0758,4.09154,2.59236
1.912,4.14096,4.10489,2.59243
1.913,4.32935,4.16553,2.59249
1.914,4.38836,4.22573,2.59256
1.915,5.114,4.4657,2.59262
1.916,4.11416,4.37073,2.59268
1.917,4.3262,4.3587,2.59275
1.918,4.07131,4.28106,2.59281
1.919,4.01908,4.21028,2.59287
1.92,4.17912,4.20186,2.59294
1.921,4.1088,4.17672,2.593
1.922,3.89055,4.09941,2.59307
1.923,4.50815,4.20984,2.59313
1.924,4.11073,4.18306,2.59319
1.925,4.4567,4.25699,2.59326
1.926,4.39904,4.29536,2.59332
1.927,4.42983,4.33169,2.59338
1.928,4.43174,4.35872,2.59345
1.929,4.57596,4.41741,2.59351
1.93,4.31665,4.39019,2.59358
1.931,4.24338,4.35053,2.59364
1.932,3.70945,4.17734,2.5937
1.933,4.13435,4.16572,2.59377
1.934,3.89903,4.09367,2.59383
1.935,4.12682,4.10263,2.59389
1.936,4.26529,4.14657,2.59396
1.937,4.50559,4.24356,2.59402
1.938,4.62567,4.34679,2.59409
1.939,4.16519,4.29773,2.59415
1.94,4.39807,4.32484,2.59421
1.941,4.86854,4.47172,2.59428
1.942,4.10783,4.37341,2.59434
1.943,3.99034,4.26992,2.59441
1.944,4.58044,4.35381,2.59447
1.945,4.33722,4.34933,2.59453
1.946,4.40267,4.36374,2.5946
1.947,4.43783,4.38375,2.59466
1.948,4.181,4.32898,2.59472
1.949,4.75251,4.4434,2.59479
1.95,4.67532,4.50605,2.59485
1.951,4.44267,4.48893,2.59492
1.952,4.51567,4.49615,2.59498
1.953,4.56548,4.51488,2.59504
1.954,4.90477,4.62021,2.59511
1.955,4.55082,4.60147,2.59517
1.956,4.291,4.51759,2.59523
1.957,4.60095,4.54011,2.5953
1.958,4.84379,4.62215,2.59536
1.959,4.01139,4.45715,2.59543
1.96,4.42895,4.44953,2.59549
1.961,3.95331,4.31547,2.59555
1.962,4.56888,4.38393,2.59562
1.963,4.42242,4.39433,2.59568
1.964,4.13385,4.32396,2.59574
1.965,4.54913,4.38479,2.59581
1.966,4.16148,4.32446,2.59587
1.967,4.49988,4.37185,2.59594
1.968,4.304,4.35352,2.596
1.969,4.5324,4.40185,2.59606
1.97,4.52982,4.43642,2.59613
1.971,4.13513,4.35502,2.59619
1.972,4.37053,4.35921,2.59626
1.973,4.4842,4.39298,2.59632
1.974,4.58195,4.44403,2.59638
1.975,4.52015,4.4646,2.59645
1.976,4.36656,4.43811,2.59651
1.977,4.11042,4.34958,2.59657
1.978,4.53234,4.39895,2.59664
1.979,4.5107,4.42914,2.5967
1.98,4.55302,4.46261,2.59677
1.981,4.57416,4.49274,2.59683
1.982,4.36932,4.4594,2.59689
1.983,4.55893,4.48629,2.59696
1.984,4.61047,4.51984,2.59702
1.985,4.43775,4.49766,2.59708
1.986,4.45232,4.48541,2.59715
1.987,4.2842,4.43105,2.59721
1.988,4.37689,4.41642,2.59728
1.989,4.39927,4.41179,2.59734
1.99,4.49049,4.43305,2.5974
1.991,4.4726,4.44373,2.59747
1.992,4.22503,4.38465,2.59753
1.993,3.69328,4.19787,2.59759
1.994,4.64374,4.31832,2.59766
1.995,4.65009,4.40795,2.59772
1.996,4.31041,4.3816,2.59779
1.997,4.41459,4.39051,2.59785
1.998,4.97567,4.5486,2.59791
1.999,4.66637,4.58041,2.59798
2,4.33926,4.51527,2.59804
2.001,4.34593,4.46952,2.59811
2.002,4.38414,4.44645,2.59817
2.003,4.43163,4.44245,2.59823
2.004,4.3244,4.41056,2.5983
2.005,4.60423,4.46288,2.59836
2.006,4.58809,4.49671,2.59842
2.007,4.97587,4.62615,2.59849
2.008,4.86527,4.69075,2.59855
2.009,4.6128,4.6697,2.59862
2.01,4.46796,4.61519,2.59868
2.011,4.61959,4.61638,2.59874
2.012,4.35847,4.54671,2.59881
2.013,4.64381,4.57294,2.59887
2.014,4.07574,4.43862,2.59893
2.015,4.75021,4.5228,2.599
2.016,4.75734,4.58616,2.59906
2.017,4.69819,4.61643,2.59913
2.018,4.63592,4.62169,2.59919
2.019,4.75846,4.65864,2.59925
2.02,4.6284,4.65047,2.59932
2.021,4.45003,4.59632,2.59938
2.022,4.56936,4.58904,2.59944
2.023,4.44953,4.55135,2.59951
2.024,4.75185,4.60552,2.59957
2.025,4.29329,4.52117,2.59964
2.026,4.47824,4.50957,2.5997
2.027,4.80526,4.58945,2.59976
2.028,4.71853,4.62432,2.59983
2.029,4.2978,4.53611,2.59989
2.03,4.97472,4.6546,2.59995
2.031,4.27705,4.5526,2.60002
2.032,4.54033,4.54929,2.60008
2.033,4.9104,4.64684,2.60015
2.034,4.51247,4.61054,2.60021
2.035,4.61704,4.6123,2.60027
2.036,4.46322,4.57202,2.60034
2.037,4.77158,4.62593,2.6004
2.038,4.61149,4.62203,2.60047
2.039,4.70252,4.64378,2.60053
2.04,4.63531,4.64149,2.60059
2.041,4.8367,4.69423,2.60066
2.042,4.52634,4.64887,2.60072
2.043,4.69865,4.66232,2.60078
2.044,4.62841,4.65316,2.60085
2.045,4.59429,4.63726,2.60091
2.046,4.58682,4.62363,2.60098
2.047,4.25372,4.5237,2.60104
2.048,4.64094,4.55537,2.6011
2.049,4.52243,4.54647,2.60117
2.05,4.25576,4.46793,2.60123
2.051,4.59215,4.50149,2.60129
2.052,4.65762,4.54367,2.60136
2.053,4.68661,4.58229,2.60142
2.054,4.61964,4.59238,2.60149
2.055,4.66512,4.61203,2.60155
2.056,4.66997,4.62768,2.60161
2.057,4.66365,4.6374,2.60168
2.058,5.05873,4.75122,2.60174
2.059,5.0781,4.83953,2.6018
2.06,4.4042,4.72193,2.60187
2.061,4.9418,4.78132,2.60193
2.062,4.8365,4.79623,2.602
2.063,4.5844,4.739,2.60206
2.064,4.49795,4.67388,2.60212
2.065,4.8112,4.71098,2.60219
2.066,4.70307,4.70884,2.60225
2.067,4.59191,4.67725,2.60232
2.068,4.64382,4.66822,2.60238
2.069,5.13989,4.79565,2.60244
2.07,4.87391,4.81679,2.60251
2.071,4.42819,4.71181,2.60257
2.072,4.50045,4.65471,2.60263
2.073,4.42091,4.59155,2.6027
2.074,4.61867,4.59887,2.60276
2.075,4.54421,4.58411,2.60283
2.076,4.83913,4.653,2.60289
2.077,4.32245,4.5637,2.60295
2.078,4.81969,4.63286,2.60302
2.079,4.61181,4.62717,2.60308
2.08,4.7882,4.67067,2.60314
2.081,4.7617,4.69526,2.60321
2.082,4.53961,4.65321,2.60327
2.083,5.1921,4.7988,2.60334
2.084,4.92124,4.83188,2.6034
2.085,5.19491,4.92995,2.60346
2.086,4.28803,4.75653,2.60353
2.087,4.22275,4.61233,2.60359
2.088,4.76791,4.65436,2.60365
2.089,4.87938,4.71515,2.60372
2.09,4.67636,4.70467,2.60378
2.091,4.69034,4.7008,2.60385
2.092,4.55238,4.6607,2.60391
2.093,4.44852,4.60338,2.60397
2.094,4.69031,4.62687,2.60404
2.095,4.79517,4.67234,2.6041
2.096,4.93451,4.74316,2.60417
2.097,4.71639,4.73593,2.60423
2.098,4.70437,4.7274,2.60429
2.099,4.73185,4.7286,2.60436
2.1,4.76108,4.73738,2.60442
2.101,4.31335,4.62282,2.60448
2.102,4.63634,4.62648,2.60455
2.103,4.85919,4.68934,2.60461
2.104,4.71445,4.69613,2.60468
2.105,4.40926,4.61863,2.60474
2.106,5.18725,4.77224,2.6048
2.107,4.38321,4.66714,2.60487
2.108,4.63716,4.65904,2.60493
2.109,4.60234,4.64373,2.60499
2.11,4.88094,4.70781,2.60506
2.111,4.43605,4.63439,2.60512
2.112,4.54092,4.60914,2.60519
2.113,4.59893,4.60638,2.60525
2.114,4.79593,4.65759,2.60531
2.115,4.88984,4.72033,2.60538
2.116,4.92616,4.77594,2.60544
2.117,5.08414,4.8592,2.6055
2.118,4.7674,4.8344,2.60557
2.119,5.1474,4.91896,2.60563
2.12,4.74455,4.87184,2.6057
2.121,5.00119,4.90679,2.60576
2.122,4.78586,4.87412,2.60582
2.123,4.92277,4.88726,2.60589
2.124,4.65296,4.82396,2.60595
2.125,4.99085,4.86905,2.60602
2.126,4.34459,4.72736,2.60608
2.127,4.71232,4.7233,2.60614
2.128,4.5517,4.67694,2.60621
2.129,4.86091,4.72664,2.60627
2.13,4.56914,4.68409,2.60633
2.131,4.96457,4.75986,2.6064
2.132,4.78856,4.76762,2.60646
2.133,4.88155,4.7984,2.60653
2.134,4.64953,4.75818,2.60659
2.135,5.05497,4.83836,2.60665
2.136,4.68454,4.7968,2.60672
2.137,5.21203,4.90898,2.60678
2.138,4.92146,4.91235,2.60684
2.139,4.69546,4.85376,2.60691
2.14,5.09245,4.91824,2.60697
2.141,4.81686,4.89085,2.60704
2.142,5.09945,4.94721,2.6071
2.143,4.60746,4.85542,2.60716
2.144,5.09805,4.92097,2.60723
2.145,4.81366,4.89198,2.60729
2.146,5.15574,4.96323,2.60735
2.147,4.5725,4.85768,2.60742
2.148,5.09254,4.92113,2.60748
2.149,4.868,4.90677,2.60755
2.15,4.68646,4.84725,2.60761
2.151,4.4689,4.74504,2.60767
2.152,4.93621,4.79669,2.60774
2.153,4.27925,4.6569,2.6078
2.154,4.46464,4.60496,2.60787
2.155,4.85978,4.6738,2.60793
2.156,4.76517,4.69848,2.60799
2.157,5.07123,4.79919,2.60806
2.158,4.94022,4.83729,2.60812
2.159,4.78503,4.82317,2.60818
2.16,5.01128,4.87399,2.60825
2.161,4.69638,4.826,2.60831
2.162,4.65855,4.78077,2.60838
2.163,4.66733,4.75012,2.60844
2.164,4.81701,4.76819,2.6085
2.165,4.7638,4.767,2.60857
2.166,4.99237,4.82789,2.60863
2.167,5.23625,4.93821,2.60869
2.168,4.76565,4.89159,2.60876
2.169,5.01588,4.92517,2.60882
2.17,5.13023,4.98057,2.60889
2.171,4.495,4.84939,2.60895
2.172,5.25436,4.9588,2.60901
2.173,4.82681,4.92314,2.60908
2.174,4.62074,4.84144,2.60914
2.175,4.46546,4.73987,2.6092
2.176,4.98287,4.80552,2.60927
2.177,4.49301,4.72109,2.60933
2.178,4.84073,4.75341,2.6094
2.179,4.61377,4.71569,2.60946
2.18,4.61518,4.68853,2.60952
2.181,4.41295,4.61408,2.60959
2.182,4.94577,4.70369,2.60965
2.183,5.15127,4.82461,2.60972
2.184,4.91836,4.84994,2.60978
2.185,5.32752,4.97896,2.60984
2.186,4.92198,4.96356,2.60991
2.187,5.26732,5.04563,2.60997
2.188,5.27349,5.10719,2.61003
2.189,4.62246,4.97624,2.6101
2.19,5.06376,4.99988,2.61016
2.191,5.00556,5.00142,2.61023
2.192,4.57688,4.88672,2.61029
2.193,4.46089,4.77168,2.61035
2.194,4.85199,4.79338,2.61042
2.195,5.08574,4.87236,2.61048
2.196,5.17273,4.95351,2.61054
2.197,5.20883,5.02249,2.61061
2.198,4.80758,4.96443,2.61067
2.199,4.19991,4.75789,2.61074
2.2,4.7482,4.75527,2.6108
2.201,4.71594,4.74465,2.61086
2.202,4.72208,4.73855,2.61093
2.203,4.4478,4.66,2.61099
2.204,4.6664,4.66173,2.61105
2.205,4.94892,4.73932,2.61112
2.206,4.8158,4.75998,2.61118
2.207,4.88069,4.79259,2.61125
